Esperanto,Japanese_Trans,Chinese_Trans,Level_JP,Level_CN,Level_JP_Num,Level_JP_Scaled,Unified_Level
inundi,"{Ｂ}［他］氾濫する, 水浸しにする; 《転》あふれる",泛滥，淹没,C,9.0,3.0,8.79,8.9
inventi,"{Ｂ}［他］発明する, 考案する, >>elpensi",发明,C,9.0,3.0,8.79,8.9
inviti,"{Ｂ}［他］招待する, 招く; 勧誘する",邀请,A,5.0,1.0,2.54,3.77
inĝeniero,"{Ｂ}技師, 技術者",工程师，技师,C,8.0,3.0,8.79,8.4
io,"{Ｂ}［代］ある物, ある事; 何か",某物，某事,A,1.0,1.0,2.54,1.77
iom,"{Ｂ}［副］いくらか, 少し",一些，一点儿,A,1.0,1.0,2.54,1.77
iri,"{Ｂ}［自］行く, 行き着く, 向かう; （物事が）運ぶ; （機械が）動く",去，走,A,2.0,1.0,2.54,2.27
ironio,"{Ｂ}皮肉, 当てこすり; アイロニー, 反語",反语；用反语讽刺，嘲弄,C,9.0,3.0,8.79,8.9
iu,"{Ｂ}［形］ある, どれかの / {Ｂ}［代］ある人, どれか",某人，某个,A,1.0,1.0,2.54,1.77
izoli,"{Ｂ}［他］孤立させる, 切り離す, 隔離する; 【電】絶縁する; 【化】単離する",隔离，使孤立；使绝缘；隔绝,C,9.0,3.0,8.79,8.9
ja,"{Ｂ}［副］実に, まったく, まさに",确实；诚然,A,1.0,1.0,2.54,1.77
jako,"{Ｂ}【服】背広, （腰丈までの）ジャケット; 上着",夹克，男式短上衣,B,6.0,2.0,5.67,5.83
jam,"{Ｂ}［副］既に, もはや",已经,A,1.0,1.0,2.54,1.77
januaro,{Ｂ}１月,一月,A,5.0,1.0,2.54,3.77
jaro,"{Ｂ}年, 一年; 年度",年,A,2.0,1.0,2.54,2.27
je,{Ｂ}［前］（時刻を示す場合や，他に適当な前置詞がない場合に用いる）,通用介词,A,1.0,1.0,2.54,1.77
jen,"{Ｂ}［副］（相手の注意を引いて）そらここに, ほらそこに",（用以引起注意）[jen…jen…]一会儿…，一会儿…,A,1.0,1.0,2.54,1.77
jes,"{Ｂ}［副］はい, そうです",是，对,A,1.0,1.0,2.54,1.77
ju,"{Ｂ}［副］（ju pli）～すればするほど, >>des",越,B,8.0,2.0,5.67,6.83
jubileo,"{Ｂ}（５０周年などの）記念祭; 【カ】聖年, 大赦",五十年节；一百、五十或二十五周年纪念,C,9.0,3.0,8.79,8.9
julio,{Ｂ}７月,七月,A,5.0,1.0,2.54,3.77
juna,"{Ｂ}若い, 年の若い, 年少の, 幼い",年轻,A,2.0,1.0,2.54,2.27
junio,{Ｂ}６月,六月,A,5.0,1.0,2.54,3.77
jupo,{Ｂ}【服】スカート,裙,B,7.0,2.0,5.67,6.33
juro,"{Ｂ}【法】法, 法律",法，法规，法律；法学,C,8.0,3.0,8.79,8.4
justa,"{Ｂ}公正な, 正義の; 正当な, 合法的な",公正，公平，正直,B,4.0,2.0,5.67,4.83
juvelo,"{Ｂ}（宝石貴金属の）装身具, アクセサリー, 宝飾品; 《転》貴重品, 至宝",珍宝，首饰,C,8.0,3.0,8.79,8.4
juĝi,"{Ｂ}［他］裁判する, 裁く; 判断する, 判定する; 審判する",审判；判断，评价,B,5.0,2.0,5.67,5.33
kabano,"{Ｂ}小屋, 掘立て小屋, あばら屋",简陋小屋，茅屋，草棚,C,9.0,3.0,8.79,8.9
kabineto,"{Ｂ}【政】内閣; 書斎, 事務室, 診察室; （収集品の）陳列室",书房，研究室；内阁,C,8.0,3.0,8.79,8.4
kadro,"{Ｂ}枠, 額縁; 環境, 場所; 枠組, 範囲; 【政】幹部 / 【情】フレーム（ウェブページの表現技法の一）",边框，环境，范围；干部,C,7.0,3.0,8.79,7.9
kaduka,"{Ｂ}老朽の, 荒廃した; 老衰した, 老いぼれた; 消えていく, はかない; 【法】（期限切れで）無効の, 失効した",破旧，破败；衰老；不稳定，不可靠；失效，无效,C,9.0,3.0,8.79,8.9
kafo,"{Ｂ}【料】コーヒー; コーヒー豆, =kafgrajno",咖啡,A,5.0,1.0,2.54,3.77
kaj,{Ｂ}［接］～と～; そして,和,A,1.0,1.0,2.54,1.77
kajero,"{Ｂ}ノート, 帳面; （本の）分冊",笔记本，练习本,B,6.0,2.0,5.67,5.83
kajo,"{Ｂ}【海】岸壁, 波止場; 河岸（かし）, 荷揚げ場; 【鉄】プラットホーム",码头，站台，月台,C,8.0,3.0,8.79,8.4
kaldrono,"{Ｂ}かま, 大なべ; 【地理】カルデラ, 釜状陥没",大锅，圆陡的山谷（凹地）,C,9.0,3.0,8.79,8.9
kalendaro,"{Ｂ}カレンダー, 暦; 暦法",历法；日历，月历，月份牌,C,8.0,3.0,8.79,8.4
kalkano,{Ｂ}【解】踵（かかと）,脚后跟，踵,C,8.0,3.0,8.79,8.4
kalkuli,{Ｂ}［他］計算する; 数える; 見なす,数数，计算；算作,A,4.0,1.0,2.54,3.27
kalsono,"{Ｂ}【服】パンツ, トランクス（下着）",内裤，衬裤,C,8.0,3.0,8.79,8.4
kalumnii,"{Ｂ}［他］中傷する, 誹謗（ひぼう）する, 名誉を毀損（きそん）する",污蔑，诽谤,C,9.0,3.0,8.79,8.9
kamarado,"{Ｂ}仲間, 同僚; （呼びかけで）同志",同伴，伙伴；同志（称呼）,B,7.0,2.0,5.67,6.33
kameno,{Ｂ}暖炉,壁炉，炉灶,C,6.0,3.0,8.79,7.4
kamiono,"{Ｂ}（主に大型）トラック, 貨物自動車, =ŝarĝaŭto",卡车,C,8.0,3.0,8.79,8.4
kampo,"{Ｂ}野原, 田畑; 場, 分野, 範囲; 【理】場; 【情】フィールド",田地，场地；领域，范围；（理）场,A,2.0,1.0,2.54,2.27
kanalo,"{Ｂ}運河, 堀, 水路; 【海】水道; 【通】チャンネル; 【解】管; 《転》伝達手段, 経路",运河；沟渠，水道；海峡,C,9.0,3.0,8.79,8.9
kandelo,{Ｂ}ろうそく; 【理】カンデラ（光度の単位，cd）,烛，蜡烛,C,8.0,3.0,8.79,8.4
kandidato,"{Ｂ}候補者, 志願者, （入試の）出願者",候选人，候补者，投考者,C,9.0,3.0,8.79,8.9
kanti,{Ｂ}［他］歌う; （鳥が）さえずる; 《転》心地よい音を奏でる; （詩や歌で）褒めたたえる,唱,A,3.0,1.0,2.54,2.77
kanzono,"{Ｂ}歌, 歌謡曲, ポピュラーソング; 【文】カンツォーネ",歌曲；香颂（法式歌曲）；歌谣,C,8.0,3.0,8.79,8.4
kapabla,"{Ｂ}有能な, 能力のある, ～できる",有能力的，能够…的,B,5.0,2.0,5.67,5.33
kapitalo,"{Ｂ}【経】資本; 資本金, 資金; 《転》資本, 元手",资产，资金，资本,C,8.0,3.0,8.79,8.4
kapo,"{Ｂ}頭, 首, 頭部; 頭脳; 一人, 一頭; 《転》頂上部, 先端, 先頭; 指導者",头,A,2.0,1.0,2.54,2.27
kapro,{Ｂ}【動】ヤギ（山羊）,山羊属动物,C,6.0,3.0,8.79,7.4
kapti,"{Ｂ}［他］つかまえる, 捕らえる; つかむ, 把握する; とりこにする",捉，抓住,A,4.0,1.0,2.54,3.27
kara,"{Ｂ}親愛な, いとしい; 大切な; 高価な, （値段が）高い",亲爱的，珍贵，昂贵,A,4.0,1.0,2.54,3.27
karaktero,"{Ｂ}性質, 性格, 個性, 特徴; 風格, 気骨; 【生】形質; 【心】性格",性质，特征；性格,B,7.0,2.0,5.67,6.33
karbo,"{Ｂ}炭, 石炭, 木炭",煤，炭，木炭,C,6.0,3.0,8.79,7.4
karesi,"{Ｂ}［他］愛撫する, やさしくなでる, そっと触れる; 慰める, 喜ばせる; 好意を示す",爱抚，抚摩,C,8.0,3.0,8.79,8.4
karno,"{Ｂ}肉, 肉体, >>viando; 【植】果肉",肉，肉体，果肉,C,9.0,3.0,8.79,8.9
karoto,{Ｂ}【植】ニンジン（人参）,胡萝卜,C,7.0,3.0,8.79,7.9
karto,"{Ｂ}カード, （紙の）札; はがき; （トランプの）札; 【電】基板（地図はふつう mapo）",卡片；证件；纸牌,A,5.0,1.0,2.54,3.77
kartono,"{Ｂ}厚紙, 板紙, ボール紙; =muldokartono（紙粘土）",硬纸板，厚纸板；纸板箱/盒,C,9.0,3.0,8.79,8.9
kaserolo,"{Ｂ}【料】キャセロール, シチュー鍋, ソースパン（柄付きの深い平底鍋）",（长柄平底）蒸锅或炖锅,C,7.0,3.0,8.79,7.9
kaso,{Ｂ}金庫; 会計,钱柜，财务处,B,8.0,2.0,5.67,6.83
kastelo,"{Ｂ}城, 城郭; 大邸宅, 館（やかた）",小城堡，别墅,C,8.0,3.0,8.79,8.4
katalogo,"{Ｂ}カタログ, 目録 / 【情】ディレクトリ・リスト",目录,C,9.0,3.0,8.79,8.9
kataro,{Ｂ}【病】カタル,黏膜炎,C,7.0,3.0,8.79,7.9
kategorio,"{Ｂ}部類, 部門, 種類, 等級; 【哲】カテゴリー, 範疇（はんちゅう）",种类，类别；范畴,C,9.0,3.0,8.79,8.9
kateno,"{Ｂ}手鎖, 足鎖, 手かせ, 足かせ; 《転》束縛, 拘束（するもの）",镣铐，锁链，枷锁；束缚,C,8.0,3.0,8.79,8.4
kato,{Ｂ}【動】ネコ（猫）,猫,A,4.0,1.0,2.54,3.27
kavo,"{Ｂ}穴, 空洞, くぼみ, へこみ; 【解】腔（こう）, 窩（か）; 【理】（波の）谷, >>kresto",坑，腔，膛,B,7.0,2.0,5.67,6.33
kazo,{Ｂ}【Ｇ】格; 【法】訴訟事件; 事例; 【医】症例,格；案情，案件；病例,C,9.0,3.0,8.79,8.9
kaĉo,"{Ｂ}【料】かゆ, ピューレ, かゆ状の食物; 《転》まずい食物; 《転》かゆ状の物",粥，糊,C,9.0,3.0,8.79,8.9
kaĝo,{Ｂ}鳥かご; おり,笼，槛；牢笼，囚房,C,9.0,3.0,8.79,8.9
kaŝi,"{Ｂ}［他］隠す, 覆い隠す; 秘密にする, 秘める",藏,A,4.0,1.0,2.54,3.27
kaŝtano,{Ｂ}【果】クリ（栗）,栗子,C,9.0,3.0,8.79,8.9
kaŭzo,"{Ｂ}原因, もと; 理由, 動機, わけ, 根拠; 【哲】原因, 因",原因,A,4.0,1.0,2.54,3.27
kaŭĉuko,"{Ｂ}【化】弾性ゴム, ゴム, >>gumo",橡胶,C,7.0,3.0,8.79,7.9
ke,{Ｂ}［接］～ということ,[连]（引起从句）,A,1.0,1.0,2.54,1.77
kelka,"{Ｂ}（数について）いくつかの, 何人かの; （量について）いくらかの, 多少の",一些；[~aj]几个（人），不很多,A,2.0,1.0,2.54,2.27
kelnero,"{Ｂ}給仕, ウエーター, ボーイ",侍者，服务员,C,7.0,3.0,8.79,7.9
kelo,"{Ｂ}地下室, 穴倉, 地下貯蔵庫; 《転》（地下に貯蔵された）ワイン（全体）",地窖，地下室,C,6.0,3.0,8.79,7.4
kemio,{Ｂ}化学,化学,C,8.0,3.0,8.79,8.4
kerno,"{Ｂ}核, 種（たね）, 芯（しん）; 《転》核心; 【理】核, =nukleo",仁，核；中心，核心,C,9.0,3.0,8.79,8.9
kesto,"{Ｂ}箱, ケース, 容器",箱子,B,6.0,2.0,5.67,5.83
kia,"{Ｂ}［形］どのような, どんな",什么样的,A,1.0,1.0,2.54,1.77
kial,"{Ｂ}［副］なぜ, どうして / {Ｂ}［接］なぜ～かということ",为什么,A,1.0,1.0,2.54,1.77
kiam,{Ｂ}［副］いつ / ［接］～ときに,什么时候；[连]当…时候,A,1.0,1.0,2.54,1.77
kie,"{Ｂ}［副］どこで, どこに",在什么地方,A,1.0,1.0,2.54,1.77
kiel,"{Ｂ}［副］いかに, どのように / {Ｂ}［接］～のように",怎样；如同；作为,A,1.0,1.0,2.54,1.77
kies,{Ｂ}［形］だれの,谁的,A,1.0,1.0,2.54,1.77
kino,"{Ｂ}映画, 映画制作, >>filmo",电影,C,8.0,3.0,8.79,8.4
kio,"{Ｂ}［代］何, 何事",什么,A,1.0,1.0,2.54,1.77
kiom,"{Ｂ}［副］どれほど, どれくらい, いくら / {Ｂ}［接］（～）ほど",多少,A,1.0,1.0,2.54,1.77
kirurgio,"{Ｂ}【医】外科学, 外科",外科，外科学，外科手术,C,9.0,3.0,8.79,8.9
kisi,"{Ｂ}［他］キスする, 口づけする; 《転》そっと触れる",吻,B,6.0,2.0,5.67,5.83
kiu,"{Ｂ}［形］どの, どちらの / {Ｂ}［代］だれ, どれ, どちら",谁；哪一个,A,1.0,1.0,2.54,1.77
klara,"{Ｂ}澄みきった, 明るい; 明瞭（めいりょう）な, 明白な",清楚；明亮，清澈,A,2.0,1.0,2.54,2.27
klasika,"{Ｂ}古典の; 古典的な, 伝統的な, 正統派の; 【芸】古典主義の, 古典派の",古典，经典,B,9.0,2.0,5.67,7.33
klaso,"{Ｂ}等級, 種類; 階級, 階層; クラス, 学級, 組; 【生】（分類学上の）綱（こう）",阶级；班级；等级,A,5.0,1.0,2.54,3.77
klera,"{Ｂ}教養ある, 学識のある",有文化，有教养，有见识,B,7.0,2.0,5.67,6.33
kliento,"{Ｂ}顧客, 依頼人, 患者; 得意客, 常連; 【史】（古代ローマの）クリエンテス（被保護平民）",顾客,C,8.0,3.0,8.79,8.4
klimato,{Ｂ}気候; 風土,气候，风土,C,9.0,3.0,8.79,8.9
klini,"{Ｂ}［他］傾ける, 斜めにする; 《転》心を向けさせる",使倾斜，使弯曲，俯身,B,5.0,2.0,5.67,5.33
klopodi,"{Ｂ}［自］奔走する, 尽力する, 世話を焼く",尽力，忙碌；奔走，奔忙,B,9.0,2.0,5.67,7.33
klubo,"{Ｂ}クラブ, 会, 結社",俱乐部，联谊会,B,9.0,2.0,5.67,7.33
knabo,"{Ｂ}少年, 男の子",男孩,A,3.0,1.0,2.54,2.77
knedi,"{Ｂ}［他］（穀粉・粘土を）こねる, 練る; もむ; 《転》（性格などを）鍛える",和面，揉面；揉捏，捏塑,C,8.0,3.0,8.79,8.4
koketa,"{Ｂ}こびるような, なまめかしい, 色っぽい",卖弄风情,C,9.0,3.0,8.79,8.9
koko,{Ｂ}ニワトリ（鶏）,鸡（家鸡）,B,5.0,2.0,5.67,5.33
kolegio,"{Ｂ}【学】（英米などの）カレッジ, 単科大学, 高等専門学校; （仏などの）コレージュ, 中等学校; 【宗】（同じ職能の）集団, 会",学院；专门学校，高等专科学校,C,9.0,3.0,8.79,8.9
kolektiva,"{Ｂ}集団的な, 団体の, 共同の; 集合的な",集体的，公共的，集团的,C,9.0,3.0,8.79,8.9
koleri,"{Ｂ}［自］怒る, 腹を立てる（pri/pro〜）; ［他］まれ",发怒,A,4.0,1.0,2.54,3.27
kolizii,"{Ｂ}［自］衝突する, ぶつかる",互撞，相碰,C,9.0,3.0,8.79,8.9
kolo,{Ｂ}【解】首; 《転》首状に細くなった部分,颈，脖子,B,4.0,2.0,5.67,4.83
kolombo,{Ｂ}【鳥】ハト（鳩）（ハト科の鳥の総称）,鸽属鸟类,C,9.0,3.0,8.79,8.9
kolono,"{Ｂ}【建】円柱, 柱; 記念柱; 《転》柱状のもの; 《転》大黒柱（人）; 【印】=kolumno（欄）; 【軍】縦隊",圆柱，支柱，栋梁,C,8.0,3.0,8.79,8.4
koloro,"{Ｂ}色, 色彩; 【楽】=sonkoloro（音色）; 【遊】（トランプの）色（赤または黒）; 《転》特色, 個性, 色合い",颜色,A,3.0,1.0,2.54,2.77
kolumno,"{Ｂ}【印】（縦の）欄; （新聞の）コラム; （縦の）列; 【遊】（チェス盤などの）縦列, =vertikalo; 【数】（数の）桁（けた）",栏，纵列,C,9.0,3.0,8.79,8.9
komandi,"{Ｂ}［他］【軍】指揮する, 指図する, 命令する; 【機】操作する, 制御する",统帅，指挥，命令，控制,C,8.0,3.0,8.79,8.4
kombi,"{Ｂ}［他］（くしで）すく, くしけずる",梳，梳头,C,6.0,3.0,8.79,7.4
kombini,"{Ｂ}［他］組み合わせる, 結合する; 組み立てる, 案配する; 【化】化合させる",组合，结合，配合；化合；草拟，拟订,C,9.0,3.0,8.79,8.9
komedio,"{Ｂ}喜劇, コメディー, ><tragedio; 《転》茶番, 見せかけの芝居, >>farso",喜剧,C,9.0,3.0,8.79,8.9
komenci,"{Ｂ}［他］始める, 開始する, 着手する, 取りかかる",开始,A,2.0,1.0,2.54,2.27
komerci,"{Ｂ}［自］商売をする, 商取引をする",经商，做买卖,A,4.0,1.0,2.54,3.27
komforta,"{Ｂ}快適な, 心地よい, 安楽な",舒服，安逸,B,6.0,2.0,5.67,5.83
komika,"{Ｂ}こっけいな, おかしな, おどけた, おもしろい",可笑，滑稽,C,8.0,3.0,8.79,8.4
komisii,"{Ｂ}［他］委託する, 委任する",委托，委任；托付,C,8.0,3.0,8.79,8.4
komisiono,{Ｂ}（調査・審議する）委員会,（处理专门或临时事物的）委员会,C,8.0,3.0,8.79,8.4
komitato,{Ｂ}（実行）委員会,委员会,C,7.0,3.0,8.79,7.9
komo,"{Ｂ}コンマ, 読点; 【数】小数点; 【情】コンマ（，）",逗号,C,8.0,3.0,8.79,8.4
kompanio,"{Ｂ}会社; （集合的に）仲間, 一同, （同伴者）一行",合股，合伙；公司；结伴,B,9.0,2.0,5.67,7.33
kompari,"{Ｂ}［他］比較する, 比べる; たとえる",比较，对比,B,6.0,2.0,5.67,5.83
kompati,"{Ｂ}［他］哀れむ, 同情する, 気の毒に思う",怜悯，同情,B,5.0,2.0,5.67,5.33
kompetenta,"{Ｂ}適任の, 有能な, 資格のある; 権限のある, 所管の, 管轄の",能干的，有能力的，有专长的，能胜任的,C,9.0,3.0,8.79,8.9
kompleta,"{Ｂ}全部の, 完備した; 完全な",全，齐全，完备,C,8.0,3.0,8.79,8.4
kompliki,"{Ｂ}［他］複雑にする, 込み入らせる, ややこしくする",使复杂，使麻烦,C,9.0,3.0,8.79,8.9
komponi,"{Ｂ}［他］（芸術作品を）構成する, 創作する; 【楽】作曲する",组成，构成；创作；作曲,C,9.0,3.0,8.79,8.9
kompreni,"{Ｂ}［他］理解する, わかる; 了解する, 納得する; 精通している",理解,A,2.0,1.0,2.54,2.27
komuna,"{Ｂ}共通の, 共有の, 共同の; 一般の, 普通の",公共，共同,A,4.0,1.0,2.54,3.27
komuniki,"{Ｂ}［他］伝える, 伝達する, 知らせる",沟通，传达，通知；（房间等）相通,B,7.0,2.0,5.67,6.33
koncepto,{Ｂ}【哲】概念,概念,C,9.0,3.0,8.79,8.9
koncerni,"{Ｂ}［他］（物事が）～に関係がある, ～にかかわる",涉及，关系到,B,7.0,2.0,5.67,6.33
koncerto,"{Ｂ}【楽】コンサート, 演奏会, 音楽会; 《転》協調, 協力",音乐会,C,8.0,3.0,8.79,8.4
kondamni,"{Ｂ}［他］【法】刑を宣告する, 有罪とする; 非難する, とがめる",宣判（有罪）；谴责，非难,C,8.0,3.0,8.79,8.4
kondiĉo,"{Ｂ}条件; 約定; 状態, 環境",（必要的）条件；条款,B,6.0,2.0,5.67,5.83
konduki,"{Ｂ}［他］導く, 連れて行く, 案内する; 至る, 通じる; 指揮する; 運転する, =stiri; =kondukti",带领，引领,A,4.0,1.0,2.54,3.27
konduti,"{Ｂ}［自］ふるまう, 態度をとる",行为表现，待人接物,B,6.0,2.0,5.67,5.83
konferenco,"{Ｂ}（公的機関が主催する）会議, 協議会, 会談",讨论会，协商会,C,8.0,3.0,8.79,8.4
konfesi,"{Ｂ}［他］告白する, 打ち明ける; 白状する; （信仰を）告白する; 【キ】告解する, ざんげする",公开表明；直言不讳；承认错误；忏悔,C,6.0,3.0,8.79,7.4
konfidenco,"{Ｂ}（内密の）打ち明け話, 内緒話",知心话，悄悄话，隐情,C,9.0,3.0,8.79,8.9
konfidi,"{Ｂ}［他］信頼する, 信用する; （信頼して）委託する, 預ける; （内密に）打ち明ける",信任，信赖，委托，吐露,C,8.0,3.0,8.79,8.4
konfirmi,"{Ｂ}［他］確認する, 立証する; 認める, 追認する; =konfirmacii",确认，证实；批准，认可,C,8.0,3.0,8.79,8.4
konfuzi,"{Ｂ}［他］混乱させる, かき乱す; 取り違える, 混同する; まごつかせる, 困惑させる",使混乱，搅乱；混淆,C,8.0,3.0,8.79,8.4
kongreso,"{Ｂ}大会, 会議; 【政】（米の）国会, 連邦議会, （仏国会の）両院合同会議",（代表）大会,B,7.0,2.0,5.67,6.33
koni,"{Ｂ}［他］（体験して）知っている; 知り合いである, 面識がある; 精通している; 経験する",知道，认识,A,2.0,1.0,2.54,2.27
konjekti,"{Ｂ}［他］推測する, 推定する, 憶測する",推测，猜想，揣度,C,8.0,3.0,8.79,8.4
konkludi,"{Ｂ}［他］結論する, 結論を下す; 締めくくる",得出结论，推断出,C,8.0,3.0,8.79,8.4
konkuri,"{Ｂ}［自］競争する, 競う, 張り合う",竞争,C,8.0,3.0,8.79,8.4
konkurso,"{Ｂ}競技; 競技会, コンクール; 選抜試験",竞赛，比赛,C,9.0,3.0,8.79,8.9
konscienco,"{Ｂ}良心, 道義心",良心，道德心,C,8.0,3.0,8.79,8.4
konscii,"{Ｂ}［他］意識する, 自覚する",自感；认识到,B,6.0,2.0,5.67,5.83
konsekvenco,"{Ｂ}（論理的）帰結, （当然の）結果, 成り行き",自然结果，逻辑的或合理的相互联系,C,9.0,3.0,8.79,8.9
konsenti,"{Ｂ}［自］同意見である, 意見が一致している; ［他］承諾する, 容認する",同意,A,4.0,1.0,2.54,3.27
konservi,"{Ｂ}［他］保存する, 保管する, 貯蔵する; 保つ, 保持する, 維持する",保存，保持,B,5.0,2.0,5.67,5.33
konsideri,"{Ｂ}［他］考慮する, 考察する; 考慮に入れる; （～と）見なす",考虑；把…看作…,B,7.0,2.0,5.67,6.33
konsili,"{Ｂ}［他］助言する, 勧める, 忠告する",劝告（应做某事）,A,3.0,1.0,2.54,2.77
konsisti,"{Ｂ}［自］（-i el）～から成り立つ, ～でできている; （-i en）（本質・要点が）～にある",由…组成，包含,B,6.0,2.0,5.67,5.83
konsoli,"{Ｂ}［他］慰める, （心痛を）和らげる, 癒やす",安慰,B,7.0,2.0,5.67,6.33
konstanta,"{Ｂ}不変の, 一定の, 常置の, 絶え間ない; （人が）志操堅固な",恒定，不变，坚贞,B,6.0,2.0,5.67,5.83
konstati,"{Ｂ}［他］（調べて）確認する, 確かめる, 確証する, >>konfirmi",确认，证实；查明,B,7.0,2.0,5.67,6.33
konstitucio,"{Ｂ}【法】憲法; 【医】体質, 体格",宪法,C,9.0,3.0,8.79,8.9
konstrui,"{Ｂ}［他］建造する, 建築する, 建設する; 組み立てる, 構成する",建筑；构成,A,3.0,1.0,2.54,2.77
konsumi,"{Ｂ}［他］（少しずつ）消費する, 消耗する; 食べ尽くす, （炎が）焼き尽くす; やつれさせる",耗尽，用尽；消费，消耗；食（饮）用,C,9.0,3.0,8.79,8.9
kontanta,"{Ｂ}【商】即時払いの, 即金の; 現金の, >>kredita",付现款的；现金的,C,9.0,3.0,8.79,8.9
kontenta,"{Ｂ}満足した, 甘んじた",满意，满足,A,4.0,1.0,2.54,3.27
kontrakti,"{Ｂ}［自・他］（pri）契約する, 契約を結ぶ",订契约，立合同；缔结,C,8.0,3.0,8.79,8.4
kontraŭ,"{Ｂ}［前］～に向かって, ～に対して, ～に対抗して, ～に反して",对着，向着,A,1.0,1.0,2.54,1.77
kontroli,"{Ｂ}［他］検査する, 点検する, 照合する, チェックする, 調べる, >>regi",检查，检验，核对,B,8.0,2.0,5.67,6.83
